"atributo","nome","valor","protocolo","servico","tipo","campoRelacionado"
"lastname","Sobrenome","Xavier","2021.2-32.706","Poda / Corte de Árvore","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.2-32.706","Poda / Corte de Árvore","ID","null"
"cpf","Cpf","111.111.111-11","2021.2-32.706","Poda / Corte de Árvore","ID","null"
"number","Número","99","2021.2-32.706","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.2-32.705","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.2-32.705","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2021.2-32.705","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2021.2-32.705","Poda / Corte de Árvore","STRING","null"
"name","Nome","Livia","2021.2-32.705","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Xavier","2021.2-32.705","Poda / Corte de Árvore","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.2-32.705","Poda / Corte de Árvore","ID","null"
"cpf","Cpf","111.111.111-11","2021.2-32.705","Poda / Corte de Árvore","ID","null"
"number","Número","123","2021.2-32.705","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","R. José Bonifácio","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Sé","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"name","Nome","Livia","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Xavier","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.1-32.701","Poda / Corte de Árvore","ID","null"
"cpf","Cpf","111.111.111-11","2021.1-32.701","Poda / Corte de Árvore","ID","null"
"number","Número","123","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"complement","Complemento","1","2021.1-32.701","Poda / Corte de Árvore","STRING","null"
"name","Nome","João","2021.1-32.698","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2021.1-32.698","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2021.1-32.698","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2021.1-32.698","Poda / Corte de Árvore","ID","null"
"number","Número","123","2021.1-32.698","Poda / Corte de Árvore","STRING","null"
"item","Item","Lápis","2021.1-63.697","Material de escritório","STRING","null"
"quantidade","Quantidade","123","2021.1-63.697","Material de escritório","INTEGER","descricaoDoItem"
"name","Nome","Cristhiane","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Machado","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","741.554.581-87","2021.1-32.696","Poda / Corte de Árvore","ID","null"
"zipcode","CEP","01036-100","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","-","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","República","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"number","Número","802","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"phone","Telefone","11 95121-0660","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"email","email","crismachado88@hotmail.com","2021.1-32.696","Poda / Corte de Árvore","ID","null"
"complement","Complemento","84","2021.1-32.696","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2021.1-35.695","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"nomeFantasia","Nome Fantasia","ACME","2021.1-35.695","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2021.1-35.695","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2021.1-35.695","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2021.1-32.694","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2021.1-32.694","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2021.1-32.694","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2021.1-32.694","Poda / Corte de Árvore","ID","null"
"number","Número","123","2021.1-32.694","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"city","Cidade","São Paulo","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"state","Estado","SP","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"nomeFantasia","Nome Fantasia","ACME","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2021.1-35.693","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2021.1-32.692","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.1-32.692","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.1-32.692","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2021.1-32.692","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2021.1-32.692","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2021.1-32.692","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2021.1-32.692","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2021.1-32.692","Poda / Corte de Árvore","ID","null"
"number","Número","123","2021.1-32.692","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"city","Cidade","São Paulo","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"state","Estado","SP","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"nomeFantasia","Nome Fantasia","ACME","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2021.1-35.691","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2021.1-32.690","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.1-32.690","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.1-32.690","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2021.1-32.690","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2021.1-32.690","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2021.1-32.690","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2021.1-32.690","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2021.1-32.690","Poda / Corte de Árvore","ID","null"
"number","Número","123","2021.1-32.690","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"street","Logradouro","R. Pascoal Vivaldi","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"neighborhood","Bairro","Alto da Lapa","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"city","Cidade","São Paulo","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"state","Estado","SP","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"nomeFantasia","Nome Fantasia","ACME","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2021.1-35.689","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2021.1-32.688","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","R. Pascoal Vivaldi","2021.1-32.688","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Alto da Lapa","2021.1-32.688","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2021.1-32.688","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2021.1-32.688","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2021.1-32.688","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2021.1-32.688","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2021.1-32.688","Poda / Corte de Árvore","ID","null"
"number","Número","123","2021.1-32.688","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2020.12-32.687","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2020.12-32.687","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2020.12-32.687","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2020.12-32.687","Poda / Corte de Árvore","STRING","null"
"name","Nome","Livia","2020.12-32.687","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Xavier","2020.12-32.687","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2020.12-32.687","Poda / Corte de Árvore","ID","null"
"number","Número","123","2020.12-32.687","Poda / Corte de Árvore","STRING","null"
"email","email","email@email.com","2020.12-32.687","Poda / Corte de Árvore","ID","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2020.12-32.686","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2020.12-32.686","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2020.12-32.686","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2020.12-32.686","Poda / Corte de Árvore","STRING","null"
"name","Nome","Livia","2020.12-32.686","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Xavier","2020.12-32.686","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2020.12-32.686","Poda / Corte de Árvore","ID","null"
"number","Número","123","2020.12-32.686","Poda / Corte de Árvore","STRING","null"
"email","email","email@email.com","2020.12-32.686","Poda / Corte de Árvore","ID","null"
"cnpj","Cnpj","99.999.999/9999-99","2020.12-35.685","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"nomeFantasia","Nome Fantasia","ACME","2020.12-35.685","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2020.12-35.685","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2020.12-35.685","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2020.12-32.684","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2020.12-32.684","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2020.12-32.684","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2020.12-32.684","Poda / Corte de Árvore","ID","null"
"number","Número","123","2020.12-32.684","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2020.12-35.683","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"nomeFantasia","Nome Fantasia","ACME","2020.12-35.683","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2020.12-35.683","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2020.12-35.683","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2020.12-32.682","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2020.12-32.682","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2020.12-32.682","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2020.12-32.682","Poda / Corte de Árvore","ID","null"
"number","Número","123","2020.12-32.682","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2020.12-35.681","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"nomeFantasia","Nome Fantasia","ACME","2020.12-35.681","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2020.12-35.681","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2020.12-35.681","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2020.12-32.680","Poda / Corte de Árvore","STRING","null"
"street","Logradouro","Av. Lauro Xerfan","2020.12-32.680","Poda / Corte de Árvore","STRING","null"
"neighborhood","Bairro","Jardim Iva","2020.12-32.680","Poda / Corte de Árvore","STRING","null"
"city","Cidade","São Paulo","2020.12-32.680","Poda / Corte de Árvore","STRING","null"
"state","Estado","SP","2020.12-32.680","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2020.12-32.680","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2020.12-32.680","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2020.12-32.680","Poda / Corte de Árvore","ID","null"
"number","Número","123","2020.12-32.680","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2020.12-35.679","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"nomeFantasia","Nome Fantasia","ACME","2020.12-35.679","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2020.12-35.679","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"number","Número","123","2020.12-35.679","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"name","Nome","João","2020.12-32.678","Poda / Corte de Árvore","STRING","null"
"lastname","Sobrenome","Silva","2020.12-32.678","Poda / Corte de Árvore","STRING","null"
"cpf","Cpf","111.111.111-11","2020.12-32.678","Poda / Corte de Árvore","ID","null"
"email","email","email@email.com","2020.12-32.678","Poda / Corte de Árvore","ID","null"
"number","Número","123","2020.12-32.678","Poda / Corte de Árvore","STRING","null"
"cnpj","Cnpj","99.999.999/9999-99","2020.12-35.677","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","ID","null"
"nomeFantasia","Nome Fantasia","ACME","2020.12-35.677","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
"razaoSocial","Razão Social","ACME","2020.12-35.677","ISS/CADASTRO: Alteração no Cadastro de Contribuintes Mobiliários","STRING","null"
